və	vE
təqaüdçüsü	tEgaidCisi
təqiblərə	tEgiblErE
təşkilatıdır	tESTilatudur
uzunluğundadır	uzunlundadur
vena	vena
verməkdədir	vermESdEdir
vilayətdə	vilayEtdE
vokalist	voTalist
vətəndaşın	vEtEndaSun
xammalı	xammalu
xəstəyə	xEstEyE
yandırıldı	yanduruldu
yaralanmışdı	yaralanmuSdu
yaralar	yaralar
yazılarla	yazularla
yenilikləri	yeniliSlEri
yumurtavarı	yumurtavaru
yığmasına	yuumasuna
zəngi	zEnTi
Öncə	EnjE
çatdırmağa	Catdurma
çağında	Caunda
çıxılmaz	Cuxulmaz
öldürdüyü	Eldirdiyi
İqbal	igbal
Şao	Sao
Şeirləri	SeirlEri
şanlı	Sanlu
şeirlərinə	SeirlErinE
şəbəkəsində	SEbETEsindE
şəxsdən	SExsdEn
şəxslə	SExslE
Əhmədli	EhmEdli
ədalətin	EdalEtin
əyalətlərdə	EyalEtlErdE
əşyalarının	ESyalarunun
Alınmış	alunmuS
Assur	assur
Ağabala	abala
Bayrağın	bayraun
Big	biT
Buddanın	buddanun
Camaat	jamaat
Cimmi	jimmi
Cud	jud
Cütlük	jitliS
Dadaş	dadaS
Dalğa	dalxa
Diplomatik	diplomatiS
Eksperimental	eSsperimental
Eş	eS
Frensis	frensis
Fərhadın	fErhadun
Güllü	Tilli
Hacıbaba	hajubaba
Hacıqabul	hajugabul
Helen	helen
Homo	homo
Həcc	hEjj
Kiyevdə	TiyevdE
Lənkəranın	lEnTEranun
Ləçəkləri	lECESlEri
Mansurov	mansurov
Maria	maria
Marsel	marsel
Misiri	misiri
Mister	mister
Məişət	mEiSEt
Məkkəyə	mESTEyE
Na	na
Nəsirəddin	nEsirEddin
Oğul	oul
Pis	pis
Qartal	gartal
Qatar	gatar
Qrupa	grupa
Quliyeva	guliyeva
Qvardiya	gvardia
Qəsəbənin	gEsEbEnin
Qəzvin	gEzvin
Qəzənfər	gEzEnfEr
Ramin	ramin
Regionun	reTionun
Rik	riS
Rüfət	rifEt
Simfonik	simfoniS
Solomon	solomon
Tayvan	tayvan
Tunis	tunis
Tənqidçilər	tEngidCilEr
Təsviri	tEsviri
Universitetindən	universicecindEn
adalarından	adalarundan
adaptasiyası	adaptasiyasu
aktyorları	aStyorlaru
amorf	amorf
anlaya	anlaya
aparmalı	aparmalu
aparıla	aparula
aramsız	aramsuz
arxitekturası	arxiceSturasu
arzularını	arzularunu
asfalt	asfalt
atılıb	atulub
axmaq	axmax
ayaqda	ayagda
azadlığına	azadluuuna
aşkarlanır	aSTarlanur
barış	baruS
bağlama	balama
bilinməkdədir	bilinmESdEdir
biliyin	biliyin
birləşməsini	birlESmEsini
bitkilərinə	bitTilErinE
buzlaqların	buzlaglarun
bölgələrdən	bElTElErdEn
bölünən	bElinEn
cavablar	javablar
dalğalarının	dalxalarunun
dayandırıb	dayandurub
daşıdığını	daSuduuunu
delta	delta
digərlərini	diTErlErini
dildir	dildir
dindən	dindEn
dinində	dinindE
duyduğu	duydu
edilməmişdi	edilmEmiSdi
ehtiyata	ehtiyata
elmlərlə	elmlErlE
etməz	etmEz
evlərindən	evlErindEn
fermentlərin	fermentlErin
filologiyası	filoloTiyasu
formalaşdı	formalaSdu
fındıq	fundux
fəaliyyətlərinə	fEaliyyEtlErinE
getməsini	TetmEsini
gizlin	Tizlin
görkəmi	TErTEmi
götürə	TEcirE
güllər	TillEr
güzəştlər	TizEStlEr
gəmisinə	TEmisinE
hesaba	hesaba
huşunu	huSunu
hökumətdə	hETumEtdE
hüceyrələrdə	hijeyrElErdE
həyatla	hEyatla
ianə	ianE
imzalayıb	imzalayub
inamını	inamunu
inanclar	inanjlar
ionları	ionlaru
irsən	irsEn
ispanlar	ispanlar
istehsalçılar	istehsalCular
istəməsi	istEmEsi
içəridə	iCEridE
iğtişaşlar	iytiSaSlar
işlənmə	iSlEnmE
jurnalına	Zurnaluna
kilsələrin	TilsElErin
kitablarından	Titablarundan
körfəzinə	TErfEzinE
köçü	TECi
kərpiclə	TErpijlE
liqaya	ligaya
mahalına	mahaluna
mayedir	mayedir
memarlığına	memarluuuna
ml	emel
mövcudluğunun	mEvjudlunun
mövqeyinin	mEvgeyinin
mürəkkəbdir	mirESTEbdir
müsəlmanlarının	misElmanlarunun
məməlilər	mEmElilEr
məşhurlaşan	mEShurlaSan
nümayəndəlik	nimayEndEliS
nüsxələri	nisxElEri
nəşrini	nESrini
olmalarını	olmalarunu
otaqlarının	otaglarunun
paltarları	paltarlaru
partiyasını	partiyasunu
penalti	penalti
piramida	piramida
pislik	pisliS
planlaşdırılması	planlaSdurulmasu
populyasiyası	populyasiyasu
problemli	problemli
prokuror	proTuror
püskürməsi	pisTirmEsi
qalmışdılar	galmuSdular
qalsın	galsun
qarı	garu
qatlarında	gatlarunda
qaydaların	gaydalarun
qaytarılır	gaytarulur
qiymətləndirilmiş	giymEtlEndirilmiS
qoruyucusu	goruyujusu
quberniyası	guberniyasu
quyuları	guyularu
referendum	referendum
resurslarının	resurslarunun
rəngdən	rEnTdEn
rənglərə	rEnTlErE
satmağa	satma
sevinclə	sevinjlE
silahlarını	silahlarunu
siyasətçilər	siyasEtCilEr
stansiyalarının	stansiyalarunun
surəsi	surEsi
sıldırımlı	suldurumlu
sıraları	suralaru
səhnənin	sEhnEnin
sərhədinə	sErhEdinE
sərkərdələri	sErTErdElEri
tapması	tapmasu
telekanalı	teleTanalu
tikililərdən	tiTililErdEn
toxumlar	toxumlar
tutularaq	tutularax
tümən	timEn
türklərdən	tirSlErdEn
təcrübəsindən	tEjribEsindEn
təpələri	tEpElEri
tərəvəzlər	tErEvEzlEr
uzadılmış	uzadulmuS
uğurlarına	urlaruna
vilayətlərinin	vilayEtlErinin
xəritədə	xEritEdE
y	ye
yardımın	yardumun
yaşamışdı	yaSamuSdu
yeməyin	yemEyin
yerdəyişmə	yerdEyiSmE
yüksəlişi	yiSsEliSi
zorakılığa	zoraTuluua
zəhməti	zEhmEti
Çinlə	CinlE
Özbəkistanın	EzbETistanun
çıxarılmasını	Cuxarulmasunu
çətiri	CEtiri
öyrəndiyi	EyrEndiyi
öyrətmək	EyrEtmES
İdeal	ideal
İdil	idil
İrəli	irEli
İçəri	iCEri
Şırnak	SurnaS
şirkətidir	SirTEtidir
şüuru	Siuru
Əmirovun	Emirovun
əriyir	Eriyir
əsəbi	EsEbi
Alita	alita
Antalya	antalya
Antanta	antanta
Aqil	agil
Arxivi	arxivi
Ağaoğlu	aolu
Bolşeviklər	bolSeviSlEr
Bəhruz	bEhruz
Cami	jami
Corporation	jorporation
Cəsur	jEsur
Da	da
Daily	daly
Di	di
Dənizdə	dEnizdE
Ekspedisiya	eSspedisia
Florida	florida
Guya	Tuya
Hacıbəyli	hajubEyli
Himalay	himalay
Həsənova	hEsEnova
Kredit	Sredit
Liman	liman
Liqada	ligada
Lourens	lourens
Manenin	manenin
Maral	maral
Massaçusets	massaCusets
Morris	morris
Mun	mun
Muradov	muradov
Nağıyev	nauyev
Nuhun	nuhun
Orenburq	orenburx
Qlazqo	glazgo
Qılınc	gulunj
Rast	rast
Rocers	rojers
Sabunçu	sabunCu
Seyidov	seyidov
Söhbət	sEhbEt
Valter	valter
Yusuf	yusuf
Zəncan	zEnjan
adekvat	adeSvat
adlanıb	adlanub
aiddirlər	addirlEr
aləmini	alEmini
ama	ama
analoqu	analogu
artist	artist
astma	astma
avadanlıqlarla	avadanluglarla
avar	avar
axtarıb	axtarub
ayaqlarını	ayaglarunu
bayramlar	bayramlar
bayraqları	bayraglaru
başlayacaq	baSlayajax
bildiriblər	bildiriblEr
biznesin	biznesin
böhranın	bEhranun
bölmədən	bElmEdEn
böyüməsinə	bEyimEsinE
bələdçi	bElEdCi
bərəkətli	bErETEtli
casus	jasus
cəmiyyətdən	jEmiyyEtdEn
damla	damla
dayandırılır	dayandurulur
deşik	deSiS
divarlara	divarlara
dükan	diTan
dünən	dinEn
dəyərinə	dEyErinE
dəyərlərini	dEyErlErini
ehtiyatların	ehtiyatlarun
elmlərinin	elmlErinin
etməyərək	etmEyErES
eşidilir	eSidilir
fikirdə	fiTirdE
formalaşdığı	formalaSduuu
fərqlənmişdir	fErglEnmiSdir
geokimyəvi	TeoTimyEvi
girmişdir	TirmiSdir
gizlədir	TizlEdir
gizlənən	TizlEnEn
göndərilirdi	TEndErilirdi
gələndən	TElEndEn
hadisəsinə	hadisEsinE
hekayədə	heTayEdE
hekayəsinin	heTayEsinin
hökumətində	hETumEtindE
ifasını	ifasunu
ildönümü	ildEnimi
inqilabdan	ingilabdan
irimiqyaslı	irimigyaslu
irqçi	irgCi
irəlilədi	irElilEdi
ismi	ismi
istiqamətindən	istigamEtindEn
izlədi	izlEdi
kafedralı	Tafedralu
kitabxanalar	Titabxanalar
kolleksiyasında	TolleSsiyasunda
koloniyaları	Toloniyalaru
kölgəli	TElTEli
köməkçiləri	TEmESCilEri
kütlələr	TitlElEr
küçəsindəki	TiCEsindETi
molekulu	moleTulu
mutant	mutant
mövsümdən	mEvsimdEn
mövzulardan	mEvzulardan
müddəaları	middEalaru
müəyyənləşdirilmiş	miEyyEnlESdirilmiS
məbədlərin	mEbEdlErin
mədənləri	mEdEnlEri
mənbəyə	mEnbEyE
məqsədəuyğundur	mEgsEdEuyxundur
məşhurluğu	mEShurlu
norma	norma
nüvəli	nivEli
okeanda	oTeanda
olmalıdırlar	olmaludurlar
olmayacağını	olmayajaunu
olmağına	olmauna
olunanların	olunanlarun
orbitə	orbitE
ordusundan	ordusundan
ortası	ortasu
otlu	otlu
oxumaqla	oxumagla
oymağı	oymau
oyunlarından	oyunlarundan
parklar	parSlar
patentin	patentin
pedoqoji	pedogoZi
pud	pud
qaidə	gadE
qalay	galay
qaradır	garadur
qarşılaşması	garSulaSmasu
qazla	gazla
qidalanması	gidalanmasu
qocalar	gojalar
qoşulmuşdu	goSulmuSdu
qələbələr	gElEbElEr
redaktorluğu	redaStorlu
relyefli	relyefli
ruhanilərin	ruhanilErin
sakinlərini	saTinlErini
saxlanmasına	saxlanmasuna
seçib	seCib
solçu	solCu
spektri	speStri
strukturların	struSturlarun
subyektləri	subyeStlEri
sürüb	sirib
sürətindən	sirEtindEn
səlis	sElis
tapşırıqlar	tapSuruglar
tikilisi	tiTilisi
trilyon	trilyon
təkər	tETEr
təmənnasız	tEmEnnasuz
tərcüməsində	tErjimEsindE
təsvirində	tEsvirindE
təxəllüsünü	tExEllisini
uçuşları	uCuSlaru
vacibliyi	vajibliyi
vertikal	vertiTal
xassə	xassE
xəritəsində	xEritEsindE
xəzinəyə	xEzinEyE
xəzər	xEzEr
yandırır	yandurur
yaradılırdı	yaradulurdu
yaxınlığına	yaxunluuuna
yaymağa	yayma
yazısında	yazusunda
yel	yel
yeməklərin	yemESlErin
yumurtalarını	yumurtalarunu
yönəltdi	yEnEltdi
zolağının	zolaunun
zonaya	zonaya
Çexov	Cexov
Çoxillik	CoxilliS
çatdıran	Catduran
çağırılır	Caurulur
çiçəyi	CiCEyi
ölçülən	ElCilEn
özüdür	Ezidir
ürəyini	irEyini
üzrədir	izrEdir
Şaiq	Sax
Şirvaninin	Sirvaninin
şiddətlə	SiddEtlE
şəkillərin	SETillErin
əhalisindən	EhalisindEn
əkinlərdə	ETinlErdE
əkinləri	ETinlEri
əksərən	ESsErEn
əmrləri	EmrlEri
əməllər	EmEllEr
ətini	Etini
Abdullayevin	abdullayevin
Arran	arran
Avatar	avatar
Başqırdıstanın	baSgurdustanun
Benjamin	benZamin
Bürosunun	birosunun
Cari	jari
Ciddi	jiddi
Dairəvi	darEvi
Davudun	davudun
Demokratiya	demoSratia
Deyirlər	deyirlEr
Eldəniz	eldEniz
Elvin	elvin
Enn	enn
Erix	erix
Ermənistanla	ermEnistanla
Gövdə	TEvdE
Göygöl	TEyTEl
Hacıyevin	hajuyevin
Klaus	Slaus
Konrad	Tonrad
Koroğlunun	Torolunun
Kənan	TEnan
Lüdovikin	lidoviTin
Malkolm	malTolm
Men	men
Miranda	miranda
Mistik	mistiS
Moon	moon
Motor	motor
Məhməd	mEhmEd
Mərmərə	mErmErE
Natəvan	natEvan
Nikolayeviç	niTolayeviC
Odlar	odlar
Orxon	orxon
Osmanlıya	osmanluya
Qobustanda	gobustanda
Quranı	guranu
Sarayında	sarayunda
Sultanı	sultanu
Sədrəddin	sEdrEddin
Texnoloji	texnoloZi
Təsvir	tEsvir
Təyinatlı	tEyinatlu
Xərçəng	xErCEnT
Yaşıllaşdırmada	yaSullaSdurmada
Yenidənqurma	yenidEngurma
Yunanlar	yunanlar
ahəngdar	ahEnTdar
animenin	animenin
ardıc	arduj
artırılır	arturulur
arxipelaqın	arxipelagun
atırdı	aturdu
axınlarının	axunlarunun
balansında	balansunda
başladıqda	baSladugda
başlanmasına	baSlanmasuna
bildiyini	bildiyini
biliklərini	biliSlErini
bilmərəm	bilmErEm
bioqrafik	biografiS
bişirmək	biSirmES
borusunun	borusunun
boyda	boyda
boykot	boyTot
boşanma	boSanma
buraxılışında	buraxuluSunda
bəllidir	bEllidir
canlanır	janlanur
cənubuna	jEnubuna
cəsəd	jEsEd
danışdı	danuSdu
devirmək	devirmES
deyilmişdir	deyilmiSdir
dinlə	dinlE
divarlarla	divarlarla
dizaynını	dizaynunu
donanmasına	donanmasuna
donma	donma
durub	durub
düşmənlə	diSmEnlE
dəmirçi	dEmirCi
dərəsinin	dErEsinin
epidemiya	epidemia
epizod	epizod
erotik	erotiS
federasiya	federasia
fikirlərinin	fiTirlErinin
fənləri	fEnlEri
genişləndirdi	TeniSlEndirdi
gizlətmək	TizlEtmES
gölündən	TElindEn
görmür	TErmir
gətirəcək	TEtirEjES
heyvanlarla	heyvanlarla
hissəciklərinin	hissEjiSlErinin
hörgü	hErTi
hüquqlara	higuglara
həddini	hEddini
həssaslığı	hEssasluuu
iddialı	iddialu
ilhamlanaraq	ilhamlanarax
iltihabı	iltihabu
ini	ini
introduksiya	introduSsia
istəklərinə	istESlErinE
istəmiş	istEmiS
ixtilaf	ixtilaf
ixtiranın	ixtiranun
içkilərin	iCTilErin
işidir	iSidir
işğalçılıq	iSxalCulux
karvansara	Tarvansara
keçəcək	TeCEjES
komandadan	Tomandadan
komandirinin	Tomandirinin
kompüteri	Tompiceri
korpusun	Torpusun
kosmosda	Tosmosda
kralları	Srallaru
krallığın	Sralluuun
kəmiyyəti	TEmiyyEti
kəsiyi	TEsiyi
metamorfik	metamorfiS
meylləri	meyllEri
mif	mif
motiv	motiv
müqavimətə	migavimEtE
mürəkkəbliyi	mirESTEbliyi
müstəvidə	mistEvidE
müxalifətin	mixalifEtin
məhəllədə	mEhEllEdE
məktubunu	mEStubunu
məlumatlarla	mElumatlarla
məntəqələrini	mEntEgElErini
məzunudur	mEzunudur
nailiyyətlərinə	naliyyEtlErinE
nasir	nasir
obası	obasu
ocaqlarının	ojaglarunun
olmaqdadır	olmagdadur
otaqlı	otaglu
otlar	otlar
oxşarlığı	oxSarluuu
pullu	pullu
qabağına	gabauna
qadınlarla	gadunlarla
qaldırılmasına	galdurulmasuna
qanla	ganla
qapağı	gapau
qiymətləndirdi	giymEtlEndirdi
qiymətləndirildi	giymEtlEndirildi
qişası	giSasu
qovuldu	govuldu
qurbanları	gurbanlaru
qızdırma	guzdurma
qəhrəmanlarından	gEhrEmanlarundan
qəzanın	gEzanun
ritmi	ritmi
sahillərinin	sahillErinin
sayırlar	sayurlar
seçərək	seCErES
sözcüyü	sEzjiyi
sərhədlərindən	sErhEdlErindEn
tezlikli	tezliSli
tikilmə	tiTilmE
topla	topla
təbabət	tEbabEt
təbaşir	tEbaSir
təklifinə	tESlifinE
təlimat	tElimat
tələbələrdən	tElEbElErdEn
təntənə	tEntEnE
təsvirin	tEsvirin
təyəmmüm	tEyEmmim
vadi	vadi
vanna	vanna
vurğulamışdır	vurxulamuSdur
vəsf	vEsf
xarakterə	xaraSterE
xaricinə	xarijinE
xidmətçisi	xidmEtCisi
xitam	xitam
xrom	xrom
xəndək	xEndES
yayıla	yayula
yerindəcə	yerindEjE
yıxılır	yuxulur
zolaqları	zolaglaru
çalarlı	Calarlu
çatdığını	Catduuunu
çoxlarının	Coxlarunun
çöküntülərinin	CETintilErinin
ödəməli	EdEmEli
övladının	Evladunun
özgə	EzTE
üstünlüyə	istinliyE
İmran	imran
İncil	injil
İttifaqın	ittifagun
İxtisas	ixtisas
Şmidt	Smidt
Şurasında	Surasunda
Şərifov	SErifov
şüalanması	Sialanmasu
Əbdülhəmid	EbdilhEmid
əcdadlarının	Ejdadlarunun
əlifbasında	Elifbasunda
əncir	Enjir
əsilzadə	EsilzadE
əsərindəki	EsErindETi
Boliviya	bolivia
Budaqları	budaglaru
Ceymsin	jeymsin
Cəbhəsinin	jEbhEsinin
Cəhənnəm	jEhEnnEm
Departamenti	departamenti
Estoniyanın	estoniyanun
Fərəc	fErEj
Həzm	hEzm
Konvensiyanın	Tonvensiyanun
Kuril	Turil
Körpə	TErpE
Misirdən	misirdEn
Möhtəşəm	mEhtESEm
Məlikov	mEliTov
Mərasim	mErasim
Məşhəd	mEShEd
Ordeni	ordeni
Peterburqa	pecerburga
Saatlı	saatlu
Ser	ser
Siti	sici
Sovetlərin	sovetlErin
Suyu	suyu
Sərgi	sErTi
Tağıyevin	tauyevin
Təbrizdən	tEbrizdEn
Virciniya	virjinia
Vo	vo
Xor	xor
Yarandığı	yaranduuu
adlandırmağa	adlandurma
aktivlik	aStivliS
almanlara	almanlara
anlamında	anlamunda
arxı	arxu
atdılar	atdular
atmosferi	atmosferi
axıb	axub
azalan	azalan
ağcaqayın	ajagayun
baletin	balecin
bazilika	baziliTa
bağladığı	baladuuu
başlarını	baSlarunu
biləcəkləri	bilEjESlEri
bilərək	bilErES
bulaqların	bulaglarun
bölünüb	bElinib
cib	jib
cürbəcür	jirbEjir
daxilə	daxilE
dağdan	dadan
departamentinin	departamentinin
deyim	deyim
deyəndə	deyEndE
dinləyicilərə	dinlEyijilErE
divarlarından	divarlarundan
doldurur	doldurur
durğunluq	durxunlux
döyüşündən	dEyiSindEn
düzünün	dizinin
dəstələrin	dEstElErin
dəyirman	dEyirman
ekzogen	eSzoTen
emissiya	emissia
enerjini	enerZini
fransızca	fransuzja
fırlanır	furlanur
fərmanla	fErmanla
fərqləndirilir	fErglEndirilir
geoloq	Teolox
gimnaziyasında	Timnaziyasunda
göldən	TEldEn
görüşlərini	TEriSlErini
haqsız	hagsuz
heyətdə	heyEtdE
hindular	hindular
hüquqlu	higuglu
hədəfinə	hEdEfinE
həmlə	hEmlE
icmalar	ijmalar
ictimaiyyətinin	ijtimayyEtinin
idarələrində	idarElErindE
iddialarını	iddialarunu
islami	islami
ittihamı	ittihamu
ixtisaslaşmışdır	ixtisaslaSmuSdur
içməyə	iCmEyE
keyfiyyətcə	TeyfiyyEtjE
kilsədən	TilsEdEn
knyazlığının	Snyazluuunun
kollecində	TollejindE
kommunistlər	TommunistlEr
kompleksə	TompleSsE
konus	Tonus
kostyumu	Tostyumu
ləyaqətli	lEyagEtli
mafiya	mafia
maldar	maldar
metodiki	metodiTi
mirası	mirasu
mkm	emkaem
monastırının	monasturunun
möhkəmlənməsinə	mEhTEmlEnmEsinE
mövzularında	mEvzularunda
müdriklik	midriSliS
mütəfəkkir	mitEfESTir
müzakirələrə	mizaTirElErE
müğənnilər	miEnnilEr
müəssisədə	miEssisEdE
məharəti	mEharEti
məhvinə	mEhvinE
məhəbbətin	mEhEbbEtin
məscidlərin	mEsjidlErin
mətndə	mEtndE
məzhəbi	mEzhEbi
nailiyyətlərə	naliyyEtlErE
nağara	nara
nişanlı	niSanlu
nominasiya	nominasia
olunmurdu	olunmurdu
panel	panel
parlaqlıq	parlaglux
parlaqlığı	parlagluuu
partiyadan	partiyadan
pozuldu	pozuldu
qaldırılmış	galdurulmuS
qalıqlarından	galuglarundan
qarşılığı	garSuluuu
qiymətləndirilib	giymEtlEndirilib
qurtardı	gurtardu
quyularının	guyularunun
qüvvələrindən	givvElErindEn
qışın	guSun
rahatlığı	rahatluuu
sallaq	sallax
saman	saman
sağdan	sadan
sağlamlığının	salamluuunun
seleksiya	seleSsia
simvoluna	simvoluna
siqnalların	signallarun
sistemindəki	sistemindETi
sistemlə	sistemlE
sistemlərə	sistemlErE
sübh	sibh
sədd	sEdd
səhnələrinin	sEhnElErinin
səhnəsinə	sEhnEsinE
sənədlərinin	sEnEdlErinin
səsləndirmişdir	sEslEndirmiSdir
tapmaqda	tapmagda
teatrına	teatruna
temperaturunda	temperaturunda
timsahlar	timsahlar
toplaşan	toplaSan
toponimlərin	toponimlErin
təbəqələrinin	tEbEgElErinin
tələbatın	tElEbatun
tənzimləmək	tEnzimlEmES
təqsirli	tEgsirli
təsvirlərin	tEsvirlErin
təzyiqlərə	tEzyiglErE
uğrayaraq	urayarax
uşaqdan	uSagdan
varisləri	varislEri
vaxtsız	vaxtsuz
verilişi	veriliSi
vitaminləri	vitaminlEri
vurulmuşdur	vurulmuSdur
vurğuladı	vurxuladu
vəba	vEba
vətəndaşlara	vEtEndaSlara
xadimlərindən	xadimlErindEn
xalqlarda	xalglarda
xalqlarında	xalglarunda
xanıma	xanuma
xatırlanan	xaturlanan
xeyriyyəçilik	xeyriyyECiliS
xilasetmə	xilasetmE
xoşu	xoSu
xərci	xErji
yadına	yaduna
yandırılır	yandurulur
yanı	yanu
yarımnöv	yarumnEv
yataqların	yataglarun
yazması	yazmasu
yazmışlar	yazmuSlar
yetirilməsinə	yecirilmEsinE
yorğunluq	yorxunlux
yumurtalar	yumurtalar
yüksəldilməsi	yiSsEldilmEsi
yüksəlməsinə	yiSsElmEsinE
ziddiyyətləri	ziddiyyEtlEri
zəiflətmək	zEiflEtmES
çalmaq	Calmax
ödənişli	EdEniSli
ördək	ErdES
öyrənməklə	EyrEnmESlE
üsulun	isulun
üzgəcləri	izTEjlEri
İnternetdə	internetdE
şəklin	SESlin
Əfrasiyab	Efrasiyab
Əjdaha	EZdaha
Əkin	ETin
ədəbiyyatla	EdEbiyyatla
əsasda	Esasda
əyanların	Eyanlarun
əzələlər	EzElElEr
Akkad	aSTad
Aleksandroviç	aleSsandroviC
Amerikadan	ameriTadan
Analitik	analiciS
Annanın	annanun
Arnold	arnold
Ağası	asu
Bal	bal
Cessika	jessiTa
Dar	dar
Die	die
Elmar	elmar
Fransanı	fransanu
Françesko	franCesTo
Hərçənd	hErCEnd
Jurnalda	Zurnalda
Kiş	TiS
Kopenhagen	TopenhaTen
Köməkçi	TEmESCi
Kəbirli	TEbirli
Kəpəz	TEpEz
Louis	louis
Maqsud	magsud
Marino	marino
Markus	marTus
Müharibədə	miharibEdE
Network	networS
Novqorod	novgorod
Nəcməddin	nEjmEddin
Nəcəfov	nEjEfov
Pavelin	pavelin
Qayıbov	gayubov
Qiymətli	giymEtli
Rayt	rayt
Sinanın	sinanun
Sirius	sirius
Sistemin	sistemin
Sonik	soniS
Sənə	sEnE
Tatyana	tatyana
Texnika	texniTa
Tələt	tElEt
Uilyams	uilyams
Voleybol	voleybol
Yel	yel
Yuan	yuan
Yuli	yuli
Zevs	zevs
abadlıq	abadlux
allah	allah
anbarında	anbarunda
arenada	arenada
artmaqda	artmagda
aspektləri	aspeStlEri
ayırmağa	ayurma
açıqlandı	aCuglandu
bağlanmasına	balanmasuna
başlatdı	baSlatdu
başlıcası	baSlujasu
bilməmişdilər	bilmEmiSdilEr
birləşməsinə	birlESmEsinE
bitmir	bitmir
bölüşür	bEliSir
canlandırmaq	janlandurmax
cəmiyyətlərinin	jEmiyyEtlErinin
dalbadal	dalbadal
dekor	deTor
deyək	deyES
diametrli	diametrli
disklər	disSlEr
dumanlı	dumanlu
duyan	duyan
dönməyə	dEnmEyE
döşəməsi	dESEmEsi
düzəldilən	dizEldilEn
düşüncəyə	diSinjEyE
düşündü	diSindi
dəki	dETi
dənizlərin	dEnizlErin
dəyişmişdi	dEyiSmiSdi
dəzgah	dEzTah
ediləcəyini	edilEjEyini
ehtiramla	ehtiramla
enliyarpaqlı	enliyarpaglu
er	er
festivallarında	festivallarunda
fiqurların	figurlarun
florası	florasu
folklorunda	folSlorunda
fotoşəkillər	fotoSETillEr
funksiyanı	funSsiyanu
fırtına	furtuna
fəlsəfəni	fElsEfEni
fərqlənməyə	fErglEnmEyE
hakiminin	haTiminin
hesablanmış	hesablanmuS
hökmdarlıq	hESmdarlux
hüceyrəsi	hijeyrEsi
hərəkətlərindən	hErETEtlErindEn
həssasdır	hEssasdur
iaşə	iaSE
ideologiyasının	ideoloTiyasunun
idmançıların	idmanCularun
idmançısı	idmanCusu
imzalanıb	imzalanub
inkişafda	inTiSafda
inkişafından	inTiSafundan
inteqrasiyası	integrasiyasu
istehsala	istehsala
istəyirik	istEyiriS
izahını	izahunu
işçilərinə	iSCilErinE
kafedranın	Tafedranun
kanallarında	Tanallarunda
kağızı	Tauzu
keçirdiyini	TeCirdiyini
keçmişdən	TeCmiSdEn
keçməyi	TeCmEyi
kimyaçısı	TimyaCusu
kolleci	Tolleji
kukla	TuSla
küçənin	TiCEnin
kəsilməkdə	TEsilmESdE
kəsişən	TEsiSEn
liderlərinin	liderlErinin
mahalın	mahalun
marağın	maraun
mövzuların	mEvzularun
müstəmləkəsi	mistEmlETEsi
müəyyənləşdirmişdir	miEyyEnlESdirmiSdir
məhbusların	mEhbuslarun
məhlulundan	mEhlulundan
məhvi	mEhvi
məhəllənin	mEhEllEnin
məmurlarının	mEmurlarunun
məntiqli	mEntigli
