je	ye
ruda	rudE
seksualno	sEksuElno
sirovina	sirovinE
slijedeći	sliyedECi
slikar	slikor
snimljena	snimLenE
spojeve	spoyevE
spriječio	spriyeCio
stakla	staklE
stanicu	stanicu
stoje	stoye
stručnjaka	struC5EkE
sudbina	sudbinE
svemiru	svEmiru
tačkama	taCkEmE
temelj	tEmEL
temelja	tEmELE
udjela	udyelE
uglja	ugLE
unutrašnju	unutrES5u
uranija	urEniyE
uređaje	urEjoye
uspostavlja	uspostEvlyE
vreme	vrEmE
vrhovni	vrhovni
zajedničkih	zoyedniCkih
zajedničku	zoyedniCku
zvanom	zvanom
čitave	CitEvE
živ	Ziv
Bend	bEnd
Finale	finElE
Holmesa	xolmEsE
Međunarodna	mEjunorodnE
Moskvi	moskvi
Murray	murrEy
Nogometni	nogomEtni
Poljska	poLskE
Razlika	razlikE
Rimljana	rimLEnE
Sad	sad
Skoro	skoro
Srbiju	srbiyu
Srednja	srEd5E
Walter	valtEr
XIX	rimsko dEvEtnast
alge	algE
bod	bod
borili	borili
boriti	boriti
domaćem	domECEm
dostići	dostiCi
državnim	drZavnim
epitela	EpitElE
htjeli	xtyeli
istina	istinE
izazov	izEzov
izazvala	izEzvElE
izašla	izESlE
izbjeći	izbyeCi
jasna	yasnE
klasičnog	klasiCnog
komandu	komEndu
komercijalno	komErciyElno
komora	komorE
mehanizama	mEhEnizEmE
miru	miru
monarhije	monorhiye
mozaika	mozEikE
mrežnjače	mrEZ5ECE
nacionalnu	nacionElnu
najpopularnijih	noypopulorniyih
naoružanja	naoruZE5E
nesreći	nEsrECi
oblaka	oblEkE
oboljenja	oboLe5E
oksida	oksidE
ostacima	ostEcimE
otvaraju	otvoroyu
podloge	podlogE
pogodak	pogodEk
poslovne	poslovnE
postavila	postEvilE
potpisivanja	potpisivE5E
potpredsjednik	potprEtsyednik
preuzeli	prEuzEli
prostorijama	prostoriyEmE
radije	radiye
razina	razinE
režiji	rEZiyi
rješavanje	ryeSEvE5e
ruskom	ruskom
samostalna	samostElnE
sastojaka	sastoyEkE
sačuvan	saCuvEn
selekcije	sElEkciye
silom	silom
skupova	skupovE
slab	slab
slaba	slabE
sljedeća	sLedECE
sredina	srEdinE
starijim	storiyim
sudbine	sudbinE
svjedoče	svyedoCE
svrha	svrha
televizije	tElEviziye
ulogama	ulogEmE
uzastopnih	uzEstopnih
verzijama	vErziyEmE
većom	vECom
vlage	vlagE
vlastitih	vlastitih
zahtijevao	zahtiyevEo
zglob	zglob
zlatni	zlatni
zvane	zvanE
čitati	CitEti
Carl	corl
Chris	chris
Edvard	Edvord
Gornje	gor5e
ISO	iso
Kraljevstvu	kraLefstvu
L	l3
NDH	n3d3x3
NMR	nmr
Oblik	oblik
Popis	popis
Prvoj	prvoy
Roland	rolEnd
Svake	svakE
Uloga	ulogE
Vrhovni	vrhovni
bosanskohercegovački	bosEnskohErcEgovECki
crnom	crnom
di	di
domaćeg	domECEg
drvenih	drvEnih
dublje	dubLe
januar	yanuor
jednostavna	yednostEvnE
kanale	kanElE
kineski	kinEski
kiselinu	kisElinu
kolo	kolo
koncentraciju	koncEntrEciyu
krenula	krEnulE
lijevu	liyevu
lični	liCni
loze	lozE
meso	mEso
mnogobrojnih	mnogobroynih
mostova	mostovE
muzičkoj	muziCkoy
namjene	namyenE
namjerom	namyerom
napadaju	napEdoyu
napasti	napEsti
naseljenih	nasELenih
nastave	nastEvE
nastupe	nastupE
neuspjeha	nEuspyehE
nikakvu	nikEkvu
nogomet	nogomEt
obuku	obuku
odigrale	odigrElE
odluči	odluCi
odvajanje	odvoyE5e
organizira	orgEnizirE
otoku	otoku
pjevačica	pyevECicE
planirano	planirEno
plazmi	plazmi
pobjednici	pobyednici
poeziju	poEziyu
pomogla	pomoglE
potpuni	potpuni
premijerno	prEmiyerno
preći	prECi
pristaje	pristoye
producirao	producirEo
radija	radiyE
radnih	radnih
rastom	rastom
razinu	razinu
razna	raznE
repa	rEpE
revolucija	rEvoluciyE
saradnika	sorEdnikE
saznanja	saznE5E
sjedištem	syediStEm
sjeme	syemE
sjevernog	syevErnog
snažne	snaZnE
sovjetskih	sovyetskih
specifičnim	spEcifiCnim
spojeni	spoyeni
sportske	sportskE
središnji	srEdiS5i
stigne	stignE
stvarni	stvorni
trgovačke	trgovECkE
tumači	tumECi
uništio	uniStio
uspijevaju	uspiyevoyu
utvrde	utvrdE
uvid	uvid
višeg	viSEg
viših	viSih
vojnike	voynikE
zapis	zapis
Ćelije	CEliye
četvrte	CEtvrtE
čuti	Cuti
Život	Zivot
željezo	ZELezo
životnih	Zivotnih
Amerikanci	amErikEnci
Crvene	crvEnE
Kipar	kipor
Makedoniji	makEdoniyi
Me	mE
Muslimani	muslimEni
Nadimak	nadimEk
Nagrada	nagrEdE
Otprilike	otprilikE
Pritom	pritom
Službeni	sluZbEni
Tvrđava	tvrjavE
arheološki	orhEoloSki
cvjetove	cvyetovE
dalo	dalo
datuma	datumE
definiciji	dEfiniciyi
dvora	dvorE
ekonomskim	Ekonomskim
električnu	ElEktriCnu
funti	funti
glavnoj	glavnoy
gnijezda	gniyezdE
greška	grESkE
imanja	imE5E
ispravno	isprEvno
istoimene	istoimEnE
izgrađeno	izgrEjEno
izloženi	izloZEni
klavir	klavir
ključnu	kLuCnu
kontroli	kontroli
kvalificirala	kvalificirElE
lišća	liSCE
ljudsku	Lutsku
maksimalni	maksimElni
muslimanima	muslimEnimE
najmanji	noymE5i
napredovanje	naprEdovE5e
nazvano	nazvEno
negativni	nEgEtivni
neprijateljskih	nEpriyEtELskih
nikako	nikEko
obaveze	obEvEzE
odgovarajućih	odgovoroyuCih
odsustvo	otsustvo
ograničeno	ogrEniCEno
općeg	opCEg
osamdesetih	osEmdEsEtih
ostaviti	ostEviti
partiji	portiyi
pasa	pasE
planirao	planirEo
platiti	platiti
ples	plEs
pokrivaju	pokrivoyu
poljoprivrede	poLoprivrEdE
popularni	populorni
porasta	porEstE
poraženi	porEZEni
povuče	povuCE
počast	poCEst
pravima	pravimE
pravljenje	pravlye5e
prašine	praSinE
prenijeti	prEniyeti
preostale	prEostElE
prepoznaju	prEpoznoyu
primjenom	primyenom
princeze	princEzE
protesta	protEstE
proširenja	proSirE5E
prošli	proSli
punih	punih
pustinje	pusti5e
radna	radnE
reputaciju	rEputEciyu
rijedak	riyedEk
rimskom	rimskom
savezna	savEznE
serijala	sEriyElE
služiti	sluZiti
spomenuti	spomEnuti
srpskim	srpskim
stazi	stazi
strategije	stratEgiye
stupio	stupio
susjedne	susyednE
susreću	susrECu
svjedoči	svyedoCi
tad	tad
teret	tErEt
trajanje	troyE5e
trenutni	trEnutni
učestvovale	uCEstvovElE
učinili	uCinili
valuta	valutE
valute	valutE
visinama	visinEmE
vremenskom	vrEmEnskom
zatvaranja	zatvorE5E
zidina	zidinE
čvrste	CvrstE
šahu	Sahu
Adam	adEm
Alice	alicE
Američka	amEriCkE
Brzina	brzinE
Davis	davis
E	E
Jugoslaviju	yugoslEviyu
Južna	yuZnE
Kanade	kanEdE
Karijeru	koriyeru
Konstantina	konstEntinE
Međunarodnog	mEjunorodnog
Nacionalna	nacionElnE
Put	put
Sjevernog	syevErnog
Turaka	turEkE
alat	alEt
baca	bacE
boravio	borEvio
bočno	boCno
današnja	danES5E
desetine	dEsEtinE
djed	dyed
drugačija	drugECiyE
drvenim	drvEnim
duhu	duhu
elektroni	ElEktroni
eventualno	EvEntuElno
evropskom	Evropskom
internet	intErnEt
intervencije	intErvEnciye
ion	ion
izbjeglica	izbyeglicE
izdvojiti	izdvoyiti
iznosu	iznosu
izrađena	izrEjEnE
izuzetak	izuzEtEk
izvoz	izvoz
književne	k5iZEvnE
komad	komEd
komedija	komEdiyE
komponovao	komponovEo
komunista	komunistE
konferencija	konfErEnciyE
koristilo	koristilo
kriza	krizE
kugle	kuglE
lancu	lancu
lobanje	lobE5e
manifestacija	manifEstEciyE
medicinski	mEdicinski
međunarodnu	mEjunorodnu
molekuli	molEkuli
muških	muSkih
nalazimo	nalEzimo
nedaleko	nEdElEko
neutrona	nEutronE
obilježje	obiLeZye
ocjenu	ocyenu
onoj	onoy
osiguranja	osigurE5E
ostatke	ostEtkE
otišli	otiSli
očigledno	oCiglEdno
pismu	pismu
planetu	planEtu
plodova	plodovE
pojavljivanje	poyEvlyivE5e
poljoprivrednih	poLoprivrEdnih
porez	porEz
potpuna	potpunE
potragu	potrEgu
pouzdano	pozdEno
preimenovan	prEimEnovEn
prihvati	prihvEti
prijateljima	priyEtELimE
primjerci	primyerci
proizvođač	proizvojEC
prosječne	prosyeCnE
proteinima	protEinimE
radnji	rad5i
rastao	rastEo
ratnim	ratnim
ravnice	ravnicE
sadržajem	sadrZoyem
saradnik	sorEdnik
serijama	sEriyEmE
setu	sEtu
sjaja	syoyE
snimanju	snimE5u
spontano	spontEno
sposobni	sposobni
svakodnevno	svakodnEvno
svemir	svEmir
takozvani	takozvEni
tereta	tErEtE
trend	trEnd
trojica	troyicE
uha	uhE
umjetničkog	umyetniCkog
uređenje	urEjE5e
uzoraka	uzorEkE
vijekovima	viyekovimE
zabilježeni	zabiLeZEni
zadnja	zad5E
zaključuje	zakLuCuye
zapisa	zapisE
zatvorene	zatvorEnE
željela	ZELelE
željeznička	ZELezniCkE
Ahmed	ahmEd
Billy	billi
Clark	clork
Dobio	dobio
Doduše	doduSE
Fakultet	fakultEt
Football	foodbEll
Igrač	igrEC
Količina	koliCinE
Lewis	lEvis
Michaela	michEElE
Njihovi	5ihovi
Save	savE
Spomenik	spomEnik
Starog	storog
Svojim	svoyim
Visokom	visokom
Zapadni	zapEdni
bivšim	bifSim
bliski	bliski
bolešću	bolESCu
budućeg	buduCEg
crveno	crvEno
dama	damE
debljina	dEbLinE
definitivno	dEfinitivno
divljini	divlyini
dovoljna	dovoLnE
dođu	doju
državnu	drZavnu
elektronske	ElEktronskE
epizodu	Epizodu
festivalima	fEstivElimE
fond	fond
fotografija	fotogrEfiyE
funkcionira	fuNkcionirE
inhibira	inhibirE
izdavanja	izdEvE5E
izgradnjom	izgrEd5om
iznutra	iznutrE
jedu	yedu
katolika	katolikE
kičmenjaka	kiCmE5EkE
koledž	kolEj
komedije	komEdiye
komitet	komitEt
koža	koZE
lijepo	liyepo
lovac	lovEc
muslimanskih	muslimEnskih
nadzorom	najorom
naizgled	naizglEd
najvećem	noyvECEm
napravljeno	naprEvlyeno
naslijediti	nasliyediti
nastupila	nastupilE
neophodna	nEophodnE
obilježava	obiLeZEvE
oblikom	oblikom
odigranih	odigrEnih
ogromna	ogromnE
opcija	opciyE
orbitale	orbitElE
osjećaja	osyeCoyE
oslobađaju	oslobEjoyu
otok	otok
pohod	pohod
pokrenut	pokrEnut
polazi	polEzi
političara	politiCorE
političkoj	politiCkoy
poremećaji	porEmECoyi
poslala	poslElE
poslužiti	posluZiti
postupno	postupno
potvrdila	potvrdilE
poveća	povECE
pozitivna	pozitivnE
presjeka	prEsyekE
pretpostavke	prEtpostEfkE
prijevodu	priyevodu
prikazivanje	prikEzivE5e
proglašava	proglESEvE
proizvodima	proizvodimE
rub	rub
rudnika	rudnikE
saveznici	savEznici
seksualne	sEksuElnE
sestrom	sEstrom
simboli	simboli
soba	sobE
sočiva	soCivE
spasi	spasi
spojevima	spoyevimE
srži	srZi
stalne	stalnE
stambenih	stambEnih
standarde	standordE
staro	storo
susjednim	susyednim
tajno	toyno
topova	topovE
trofeja	trofeyE
ujedinjenje	uyedi5e5e
ukupnim	ukupnim
ulaganja	ulEgE5E
uočiti	uoCiti
uzgoj	uzgoy
učenju	uCE5u
važnim	vaZnim
vezanih	vEzEnih
vlastitom	vlastitom
vremenima	vrEmEnimE
zadatke	zadEtkE
zapadnih	zapEdnih
zatvoreni	zatvorEni
zbivanja	zbivE5E
Čelik	CElik
četvrto	CEtvrto
FIFA	fifE
Gradina	gradinE
Ibrahim	ibrEhim
Igrači	igrECi
Istočni	istoCni
Jones	yonEs
Ligu	ligu
Male	malE
Niko	niko
Odatle	odEtlE
Prethodno	prEthodno
Ray	ray
Rio	rio
Simptomi	simptomi
Stanovnici	stanovnici
Ugarske	ugorskE
XVIII	rimsko osEmnast
biatlonu	biEtlonu
biskup	biskup
dešavanja	dESEvE5E
djecom	dyecom
djelom	dyelom
djelovao	dyelovEo
du	du
evropska	EvropskE
glumila	glumilE
govoru	govoru
gradsko	gratsko
hemije	xEmiye
hrvatskom	xrvatskom
istočnog	istoCnog
izdvajaju	izdvoyoyu
izotopi	izotopi
izražena	izrEZEnE
jedra	yedrE
kakva	kakvE
kiša	kiSE
ključne	kLuCnE
koncertu	koncErtu
kvalitete	kvalitEtE
latice	laticE
lijekovima	liyekovimE
ljeti	Leti
lošem	loSEm
masovno	masovno
modifikacija	modifikEciyE
naselili	nasElili
neovisno	nEovisno
objave	obyEvE
odustao	odustEo
ogledala	oglEdElE
olakšava	olEkSEvE
opremljena	oprEmLenE
organizuje	orgEnizuye
osobi	osobi
ostavila	ostEvilE
otpornost	otpornost
otvorenim	otvorEnim
pacijente	paciyentE
padinama	padinEmE
podjedinica	podyedinicE
pojavom	poyEvom
ponavljanja	ponEvlyE5E
posjeti	posyeti
povjerenje	povyerE5e
prelazak	prElEzEk
preostali	prEostEli
prepoznatljiv	prEpoznEtLiv
prethodni	prEthodni
preživjela	prEZivyelE
prijestolja	priyestoLE
prisiljeni	prisiLeni
prođe	projE
ranijim	raniyim
razgovora	razgovorE
region	rEgion
samostana	samostEnE
savjetnik	savyetnik
segmenata	sEgmEnEtE
sekvenca	sEkvEncE
slijedeće	sliyedECE
slikara	slikorE
sličnost	sliCnost
sljemenjaka	sLemE5EkE
snimke	snimkE
standardima	standordimE
strukturom	strukturom
stvori	stvori
tradicionalnih	tradicionElnih
tragove	tragovE
trebale	trEbElE
ukupan	ukupEn
und	und
uspije	uspiye
uspješne	uspyeSnE
vitamina	vitEminE
vojnoj	voynoy
vozi	vozi
zaključka	zakLuCkE
zamjenjuje	zamye5uye
znala	znalE
čest	CEst
četvrtfinala	CEtvrtfinElE
čiju	Ciyu
čvorova	CvorovE
šećera	SECErE
živac	ZivEc
Cezar	cEzor
Cijeli	ciyeli
Diplomirao	diplomirEo
Dobro	dobro
Elizabeth	ElizEbEth
Evropskom	Evropskom
Grka	grka
Group	grop
Johnson	yohnson
Liverpool	livErpool
Madrid	madrid
Mađarskoj	majorskoy
Mehmed	mEhmEd
Naročito	noroCito
Ostaci	ostEci
Pobjednici	pobyednici
Ponovo	ponovo
Porijeklo	poriyeklo
Primjeri	primyeri
Problem	problEm
Rumunije	rumuniye
Steve	stEvE
Suncu	suncu
Yahoo	yahoo
Zeus	zEus
akademija	akEdEmiyE
akademiji	akEdEmiyi
aminokiseline	aminokisElinE
blisko	blisko
brzog	brzog
datoteke	datotEkE
distribuciju	distribuciyu
diviziju	diviziyu
dobrih	dobrih
dodati	dodEti
dodatnu	dodEtnu
donjoj	do5oy
dosad	dosEd
duboke	dubokE
duše	duSE
duža	duZE
dvaput	dvaput
efikasan	EfikEsEn
fizike	fizikE
formirao	formirEo
ha	xa
historijskog	xistoriyskog
hitova	xitovE
hotelu	xotElu
hranjivih	xra5ivih
izdaju	izdoyu
jedinstva	yedinstvE
karakteristično	korEktEristiCno
kasnih	kasnih
književnika	k5iZEvnikE
kojemu	koyemu
komunističke	komunistiCkE
kongres	koNgrEs
koristan	koristEn
kovanice	kovEnicE
kretanju	krEtE5u
larve	lorvE
latinskog	latinskog
led	lEd
liku	liku
ljuske	LuskE
majstora	moystorE
materijalima	matEriyElimE
medicinska	mEdicinskE
medicinu	mEdicinu
mišiće	miSiCE
mnogobrojnim	mnogobroynim
muškarac	muSkorEc
nacionalnosti	nacionElnosti
naizmjenično	naizmyeniCno
nekadašnje	nEkEdES5e
nezavisnih	nEzEvisnih
nisam	nisEm
nogometaš	nogomEtES
obimu	obimu
održavanju	odrZEvE5u
održavati	odrZEvEti
orijentacije	oriyentEciye
podsjećaju	potsyeCoyu
posebni	posEbni
posmatranja	posmEtrE5E
predati	prEdEti
prekid	prEkid
pretka	prEtkE
približava	pribliZEvE
primjenjuju	primye5uyu
primjećuje	primyeCuye
prof	prof
projektima	proyektimE
propasti	propEsti
rastvoru	rastvoru
razdvajanja	razdvoyE5E
rimsko	rimsko
saradnja	sorEd5E
sigurnošću	sigurnoSCu
singlova	siNglovE
slovima	slovimE
službenim	sluZbEnim
specifičan	spEcifiCEn
sportova	sportovE
stvoren	stvorEn
stvorena	stvorEnE
svete	svEtE
svjetsku	svyetsku
tačna	taCnE
teku	tEku
tenkove	tENkovE
uhvatiti	uhvEtiti
uništi	uniSti
uobičajena	uobiCoyenE
uspjesi	uspyesi
uspješnu	uspyeSnu
uspostavljanja	uspostEvlyE5E
učestalost	uCEstElost
učestvovati	uCEstvovEti
vanjska	va5skE
veličinom	vEliCinom
vidljiv	vidLiv
vjernika	vyernikE
vlasništva	vlasniStvE
voća	voCE
zadataka	zadEtEkE
zahtjevima	zahtyevimE
zauvijek	zauviyek
završiti	zavrSiti
zaštićena	zaStiCEnE
zlo	zlo
čitavog	CitEvog
čvrsta	Cvrsta
šake	SakE
Arena	orEnE
Australian	austrEliEn
Carter	cortEr
Crveni	crvEni
Društvo	druStvo
Dubrovniku	dubrovniku
Dugo	dugo
Hasan	xasEn
Haydn	xaydn
Iliri	iliri
Jovan	yovEn
Katherine	kathErinE
Monk	moNk
Naravno	norEvno
Ostala	ostElE
Ovisno	ovisno
Period	pEriod
Phoebe	phoEbE
Pjesme	pyesmE
Poznati	poznEti
Predstavlja	prEtstEvlyE
Princ	princ
Radovi	radovi
Ujedinjenom	uyedi5enom
Veliko	vEliko
april	april
avgusta	avgustE
biskupa	biskupE
bliži	bliZi
bodove	bodovE
borci	borci
bosanska	bosEnskE
brigu	brigu
centralnoj	cEntrElnoy
ciklusu	ciklusu
dani	dani
detalje	dEtELe
dionice	dionicE
dizajniran	dizoynirEn
djevojčica	dyevoyCicE
dodatnim	dodEtnim
dodjeli	dodyeli
dolina	dolinE
dovele	dovElE
drveni	drvEni
finansijski	finEnsiyski
formacije	formEciye
gljive	gLivE
gospodar	gospodor
grof	grof
hlađenje	xlajE5e
igranja	igrE5E
instrumenti	instrumEnti
ishod	ishod
istražuje	istrEZuye
italijanskih	itEliyEnskih
izvire	izvirE
jačine	yaCinE
jeseni	yesEni
kampanja	kampE5E
karakteristična	korEktEristiCnE
kisikom	kisikom
kombinaciju	kombinEciyu
kulturnim	kulturnim
marka	morkE
metodama	mEtodEmE
moli	moli
monarha	monorhE
municije	municiye
nacionalno	nacionElno
namijenjena	namiye5enE
napadača	napEdECE
napreduje	naprEduye
nervnog	nErvnog
neznatno	nEznEtno
nizvodno	nizvodno
nosilac	nosilEc
odličan	odliCEn
opisivanje	opisivE5e
organima	orgEnimE
ostatkom	ostEtkom
označene	oznECEnE
označeni	oznECEni
pjevanja	pyevE5E
planiranje	planirE5e
pobunjenika	pobu5enikE
podijelio	podiyelio
političar	politiCor
pomogli	pomogli
popularno	populorno
posjedu	posyedu
poslali	poslEli
poslati	poslEti
postave	postEvE
potrošnje	potroS5e
povukli	povukli
prah	prah
predak	prEdEk
prekinuo	prEkinuo
pripadali	pripEdEli
privatnom	privEtnom
privredne	privrEdnE
promijeni	promiyeni
radijus	radiyus
radnog	radnog
ranga	raNgE
rase	rasE
razvilo	razvilo
regionalnih	rEgionElnih
reljefa	rELefE
ruba	rubE
slobodnom	slobodnom
slobodnu	slobodnu
sudbinu	sudbinu
tekućina	tEkuCinE
tijelom	tiyelom
trofej	trofey
turista	turistE
umrijeti	umriyeti
umrli	umrli
uništavanje	uniStEvE5e
uređajima	urEjoyimE
uzimanja	uzimE5E
ušću	uSCu
vezano	vEzEno
visinom	visinom
visokoj	visokoy
vodenim	vodEnim
vrhovima	vrhovimE
zasebne	zasEbnE
zastavu	zastEvu
zaštitni	zaStitni
značajnije	znaCoyniye
zvanog	zvanog
ćelijskog	CEliyskog
čekao	CEkEo
četvrtfinale	CEtvrtfinElE
četvrtog	CEtvrtog
čišćenje	CiSCE5e
štitnjače	Stit5ECE
CK	c3k3
Demokratske	dEmokrEtskE
Holandije	xolEndiye
Izraela	izrEElE
Kosovo	kosovo
Life	lifE
Mjeseca	myesEcE
NATO	nato
OS	os3
Operacija	opErEciyE
Osnovana	osnovEnE
Oton	oton
Počeo	poCEo
Snimanje	snimE5e
Stepanović	stEpEnoviC
Svjetska	svyetskE
Turnir	turnir
Warner	vornEr
beskonačno	bEskonECno
boravak	borEvEk
dalji	daLi
današnjoj	danES5oy
diska	diskE
dobitnik	dobitnik
dodijeljen	dodiyeLen
dokumenti	dokumEnti
dolaskom	dolEskom
donja	do5E
dubini	dubini
dugom	dugom
dvaju	dvoyu
električnog	ElEktriCnog
energijom	EnErgiyom
entiteta	EntitEtE
formacija	formEciyE
funkcionalne	fuNkcionElnE
gitara	gitorE
gornja	gor5E
hrabrost	xrabrost
imovinu	imovinu
islamskog	islEmskog
izbačen	izbECEn
jame	yamE
jednjaka	yed5EkE
jutra	yutrE
korišteno	koriStEno
krajnjem	kroy5em
kraljevski	kraLefski
krilu	krilu
kristala	kristElE
lične	liCnE
masti	masti
membrani	mEmbrEni
najvažnija	noyvEZniyE
natrija	natriyE
nazivamo	nazivEmo
nazivu	nazivu
nepoznatog	nEpoznEtog
neprijateljske	nEpriyEtELskE
nestaje	nEstoye
normalna	normElnE
obećao	obECEo
odabrao	odEbrEo
omotač	omotEC
općinama	opCinEmE
organizirao	orgEnizirEo
organizmima	orgEnizmimE
oštećen	oStECEn
partner	portnEr
pisali	pisEli
pobjegli	pobyegli
podlogu	podlogu
pokretljivost	pokrEtLivost
poslovni	poslovni
postojanju	postoyE5u
posude	posudE
potpunog	potpunog
preciznost	prEciznost
preimenovana	prEimEnovEnE
prešla	prESlE
primarna	primornE
primjerak	primyerEk
procesom	procEsom
proizvoditi	proizvoditi
promjenom	promyenom
prostore	prostorE
prsa	prsa
putevima	putEvimE
pylori	pilori
razvije	razviye
razvijeni	razviyeni
redovima	rEdovimE
roditeljima	roditELimE
samih	samih
sjevernim	syevErnim
skupštinu	skupStinu
slabi	slabi
slabost	slabost
slaže	slaZE
složeni	sloZEni
slučajeve	sluCoyevE
središnjem	srEdiS5em
standardne	standordnE
stekli	stEkli
svijetlo	sviyetlo
svojstvima	svoystvimE
troškovi	troSkovi
tumor	tumor
umjetnička	umyetniCkE
upotrijebiti	upotriyebiti
uvođenjem	uvojE5em
vidnog	vidnog
vjera	vyerE
vjerskim	vyerskim
zahvata	zahvEtE
zapremine	zaprEminE
zarobljenika	zorobLenikE
zločin	zloCin
ćelijskih	CEliyskih
čelo	CElo
češći	CESCi
čitanje	CitE5e
čuvara	CuvorE
Šest	SEst
Švicarska	SvicorskE
šesti	SEsti
žice	ZicE
žrtvama	ZrtvamE
Američkim	amEriCkim
Bela	bElE
Brdo	brdo
Današnji	danES5i
Homo	xomo
Izgrađena	izgrEjEnE
Jackson	yackson
Jim	yim
Najviša	noyviSE
Njene	5enE
Osam	osEm
Osobe	osobE
Pariza	porizE
Pojedini	poyedini
Pripadnici	pripEdnici
Rusi	rusi
Sedai	sEdEi
Svjetske	svyetskE
Tvrtka	tvrtka
Ujedinjenih	uyedi5enih
Vrste	vrstE
Završio	zavrSio
afinitet	afinitEt
aspekt	aspEkt
august	august
ban	ban
blaga	blagE
blok	blok
bolju	boLu
brodovima	brodovimE
budžeta	bujEtE
caru	coru
desetljeća	dEsEtLeCE
dijagnoza	diyEgnozE
dizajnu	dizoynu
dobrog	dobrog
dodjele	dodyelE
donesena	donEsEnE
donijeti	doniyeti
donošenja	donoSE5E
držala	drZalE
državljanstvo	drZavlyEnstvo
filmskom	filmskom
finansijskih	finEnsiyskih
formule	formulE
galaksije	galEksiye
grafički	grafiCki
graniči	graniCi
hormon	xormon
ishrani	ishrEni
izbacuje	izbEcuye
izbjegao	izbyegEo
izjavila	izyEvilE
izvedeno	izvEdEno
izvođača	izvojECE
jugoslavenske	yugoslEvEnskE
kamere	kamErE
karakteriše	korEktEriSE
klasičnih	klasiCnih
korištenju	koriStE5u
kosa	kosE
kult	kult
legure	lEgurE
lijevog	liyevog
linijom	liniyom
muzičar	muziCor
nacionalnoj	nacionElnoy
namjeru	namyeru
narednom	norEdnom
nastanku	nastENku
nastupima	nastupimE
negativan	nEgEtivEn
neslaganja	nEslEgE5E
nisku	nisku
novembar	novEmbor
obavljanje	obEvlyE5e
obim	obim
obične	obiCnE
obnovio	obnovio
obnovljen	obnovlyen
održane	odrZEnE
ofanzive	ofEnzivE
ograničenje	ogrEniCE5e
okvirima	okvirimE
osoblja	osobLE
ostavili	ostEvili
označavanje	oznECEvE5e
parovi	porovi
pažnja	paZ5E
pećini	pECini
pilot	pilot
plin	plin
pobijedi	pobiyedi
podnio	podnio
pogađa	pogEjE
posljednju	posLed5u
postizanje	postizE5e
potporu	potporu
poveo	povEo
povukla	povuklE
pratio	pratio
preda	prEdE
prijem	priyem
prilikama	prilikEmE
primjeru	primyeru
priznaju	priznoyu
priznat	priznEt
projekte	proyektE
prometa	promEtE
radni	radni
ratovanja	ratovE5E
ravnotežu	ravnotEZu
razmjera	razmyerE
remija	rEmiyE
rodio	rodio
rukopisa	rukopisE
signale	signElE
sive	sivE
snažnu	snaZnu
snimili	snimili
spašava	spaSEvE
sporazumom	sporEzumom
sprečavanje	sprECEvE5e
srednjih	srEd5ih
srednjim	srEd5im
srpskom	srpskom
stana	stanE
staviti	staviti
ste	stE
stilova	stilovE
strategija	stratEgiyE
struju	struyu
stvaranjem	stvorE5em
sudove	sudovE
svjetskoj	svyetskoy
tehnikom	tEhnikom
tehničkih	tEhniCkih
tekstovima	tEkstovimE
tkivu	tkivu
trećina	trECinE
trgovačkih	trgovECkih
tunela	tunElE
tvori	tvori
